row_number,case_id,rule_id,statement_id,feedback_verdict,family_ids,family_names,school,canon,rule_type,family_vote_cap,initial_family_weight,lane_weight,initial_canon_weight,source_school,source_family,source_rule_type,needs_mapping_repair,repair_reasons,case_fallback,fallback_reason
139,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0079,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
140,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0085,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
141,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0091,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
142,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0097,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
143,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0103,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
144,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0109,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
145,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0115,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
146,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0140,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
147,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0141,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
148,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0142,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
149,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0143,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
150,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0144,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
151,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0145,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
152,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0146,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
153,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0147,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
154,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0148,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
155,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0149,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
156,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0150,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
157,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0151,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
158,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0152,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
159,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0153,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
160,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0154,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
161,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0189,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
162,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0190,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
163,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0229,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
164,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0230,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
165,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0231,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
166,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0232,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
167,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0233,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
168,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0234,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
169,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0244,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
170,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0245,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
171,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0246,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
172,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0247,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
173,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0248,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
174,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0284,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
175,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0287,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
176,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0288,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
177,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0302,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
178,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0303,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
179,C-2026-015-乾-甲寅乙亥丙辰辛卯,UNMAPPED,UNMAPPED-C-2026-015-乾-甲寅乙亥丙辰辛卯-0306,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
180,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-7413cd,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
181,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-0f3e73,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
182,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-ef5ab3,n,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
183,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-49a8b7,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
184,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-3c2612,n,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
185,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-ffd2e4,n,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
186,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-b0abb0,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
187,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-9d139d,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
188,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-8c1d90,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
189,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-de86f1,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
190,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-e7a317,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
191,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-34607b,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
192,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-f627af,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
193,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-c4afac,n,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
194,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-f2634b,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
195,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-82b815,pending,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
196,C-2026-016-坤-甲子丙子丙戌戊子,UNMAPPED,S-016-abe254,y,UNMAPPED,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,,,,,UNMAPPED,UNMAPPED,GENERAL_PRINCIPLE,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
197,C-2026-017-乾-庚申辛巳辛丑丁酉,UNMAPPED,UNMAPPED-C-2026-017-乾-庚申辛巳辛丑丁酉-0007,y,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
