row_number,case_id,rule_id,statement_id,feedback_verdict,family_ids,family_names,school,canon,rule_type,family_vote_cap,initial_family_weight,lane_weight,initial_canon_weight,source_school,source_family,source_rule_type,needs_mapping_repair,repair_reasons,case_fallback,fallback_reason
426,C-2026-033-坤-戊午己未乙酉丁亥,UNMAPPED,UNMAPPED-C-2026-033-坤-戊午己未乙酉丁亥-0033,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
427,C-2026-RF000026-乾-庚午戊寅壬寅丙午,UNMAPPED,UNMAPPED-C-2026-RF000026-乾-庚午戊寅壬寅丙午-0042,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
428,C-2026-RF000057-乾-乙丑乙酉乙亥乙酉,UNMAPPED,UNMAPPED-C-2026-RF000057-乾-乙丑乙酉乙亥乙酉-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
429,C-2026-RF000057-乾-乙丑乙酉乙亥乙酉,UNMAPPED,UNMAPPED-C-2026-RF000057-乾-乙丑乙酉乙亥乙酉-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
430,C-2026-RF000108-坤-乙丑甲申甲申辛未,UNMAPPED,UNMAPPED-C-2026-RF000108-坤-乙丑甲申甲申辛未-0042,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
431,C-2026-RF000118-乾-己巳癸酉辛丑己丑,UNMAPPED,UNMAPPED-C-2026-RF000118-乾-己巳癸酉辛丑己丑-0041,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
432,C-2026-RF000121-乾-丙子己亥丙子戊子,UNMAPPED,UNMAPPED-C-2026-RF000121-乾-丙子己亥丙子戊子-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
433,C-2026-RF000121-乾-丙子己亥丙子戊子,UNMAPPED,UNMAPPED-C-2026-RF000121-乾-丙子己亥丙子戊子-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
434,C-2026-RF000123-坤-壬午甲辰戊申庚申,UNMAPPED,UNMAPPED-C-2026-RF000123-坤-壬午甲辰戊申庚申-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
435,C-2026-RF000123-坤-壬午甲辰戊申庚申,UNMAPPED,UNMAPPED-C-2026-RF000123-坤-壬午甲辰戊申庚申-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
436,C-2026-RF000125-乾-丁卯壬子辛丑乙未,UNMAPPED,UNMAPPED-C-2026-RF000125-乾-丁卯壬子辛丑乙未-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
437,C-2026-RF000125-乾-丁卯壬子辛丑乙未,UNMAPPED,UNMAPPED-C-2026-RF000125-乾-丁卯壬子辛丑乙未-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
438,C-2026-RF000149-坤-壬戌己酉乙卯戊寅,UNMAPPED,UNMAPPED-C-2026-RF000149-坤-壬戌己酉乙卯戊寅-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
439,C-2026-RF000149-坤-壬戌己酉乙卯戊寅,UNMAPPED,UNMAPPED-C-2026-RF000149-坤-壬戌己酉乙卯戊寅-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
440,C-2026-RF000164-乾-戊寅戊午乙未壬午,UNMAPPED,UNMAPPED-C-2026-RF000164-乾-戊寅戊午乙未壬午-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
441,C-2026-RF000164-乾-戊寅戊午乙未壬午,UNMAPPED,UNMAPPED-C-2026-RF000164-乾-戊寅戊午乙未壬午-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
442,C-2026-RF000171-坤-壬午壬子丙辰乙未,UNMAPPED,UNMAPPED-C-2026-RF000171-坤-壬午壬子丙辰乙未-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
443,C-2026-RF000171-坤-壬午壬子丙辰乙未,UNMAPPED,UNMAPPED-C-2026-RF000171-坤-壬午壬子丙辰乙未-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
444,C-2026-RF000175-坤-乙亥己卯丁未乙巳,UNMAPPED,UNMAPPED-C-2026-RF000175-坤-乙亥己卯丁未乙巳-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
445,C-2026-RF000175-坤-乙亥己卯丁未乙巳,UNMAPPED,UNMAPPED-C-2026-RF000175-坤-乙亥己卯丁未乙巳-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
446,C-2026-RF000178-乾-庚申丁亥乙巳甲申,UNMAPPED,UNMAPPED-C-2026-RF000178-乾-庚申丁亥乙巳甲申-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
447,C-2026-RF000178-乾-庚申丁亥乙巳甲申,UNMAPPED,UNMAPPED-C-2026-RF000178-乾-庚申丁亥乙巳甲申-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
448,C-2026-RF000179-乾-丁卯丁未丙子辛卯,UNMAPPED,UNMAPPED-C-2026-RF000179-乾-丁卯丁未丙子辛卯-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
449,C-2026-RF000179-乾-丁卯丁未丙子辛卯,UNMAPPED,UNMAPPED-C-2026-RF000179-乾-丁卯丁未丙子辛卯-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
450,C-2026-RF000190-乾-己卯辛未丁卯丁未,UNMAPPED,UNMAPPED-C-2026-RF000190-乾-己卯辛未丁卯丁未-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
451,C-2026-RF000190-乾-己卯辛未丁卯丁未,UNMAPPED,UNMAPPED-C-2026-RF000190-乾-己卯辛未丁卯丁未-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
452,C-2026-RF000243-坤-己卯己巳戊午丁巳,UNMAPPED,S-RF000243-ba3d20,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
453,C-2026-RF000243-坤-己卯己巳戊午丁巳,UNMAPPED,S-RF000243-61c196,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
454,C-2026-RF000243-坤-己卯己巳戊午丁巳,UNMAPPED,S-RF000243-097c5f,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
455,C-2026-RF000243-坤-己卯己巳戊午丁巳,UNMAPPED,S-RF000243-ca78f0,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
456,C-2026-RF000244-乾-戊寅甲寅辛丑戊戌,UNMAPPED,UNMAPPED-C-2026-RF000244-乾-戊寅甲寅辛丑戊戌-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
457,C-2026-RF000244-乾-戊寅甲寅辛丑戊戌,UNMAPPED,UNMAPPED-C-2026-RF000244-乾-戊寅甲寅辛丑戊戌-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
458,C-2026-RF000249-坤-乙亥乙酉庚午戊寅,UNMAPPED,UNMAPPED-C-2026-RF000249-坤-乙亥乙酉庚午戊寅-0039,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
459,C-2026-RF000281-乾-己巳乙亥己丑戊辰,UNMAPPED,UNMAPPED-C-2026-RF000281-乾-己巳乙亥己丑戊辰-0039,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
460,C-2026-RF000284-坤-癸亥乙丑丙午戊戌,UNMAPPED,UNMAPPED-C-2026-RF000284-坤-癸亥乙丑丙午戊戌-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
461,C-2026-RF000284-坤-癸亥乙丑丙午戊戌,UNMAPPED,UNMAPPED-C-2026-RF000284-坤-癸亥乙丑丙午戊戌-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
462,C-2026-RF000286-坤-戊辰丙辰癸丑壬子,UNMAPPED,UNMAPPED-C-2026-RF000286-坤-戊辰丙辰癸丑壬子-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
463,C-2026-RF000286-坤-戊辰丙辰癸丑壬子,UNMAPPED,UNMAPPED-C-2026-RF000286-坤-戊辰丙辰癸丑壬子-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
464,C-2026-RF000287-坤-戊辰乙卯丁卯庚子,UNMAPPED,UNMAPPED-C-2026-RF000287-坤-戊辰乙卯丁卯庚子-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
465,C-2026-RF000287-坤-戊辰乙卯丁卯庚子,UNMAPPED,UNMAPPED-C-2026-RF000287-坤-戊辰乙卯丁卯庚子-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
466,C-2026-RF000301-乾-乙亥辛巳壬寅癸卯,UNMAPPED,UNMAPPED-C-2026-RF000301-乾-乙亥辛巳壬寅癸卯-0040,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
467,C-2026-RF000331-乾-甲戌丁丑戊午甲子,UNMAPPED,UNMAPPED-C-2026-RF000331-乾-甲戌丁丑戊午甲子-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
468,C-2026-RF000331-乾-甲戌丁丑戊午甲子,UNMAPPED,UNMAPPED-C-2026-RF000331-乾-甲戌丁丑戊午甲子-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
469,C-2026-RF000343-乾-庚辰辛巳戊寅戊午,UNMAPPED,UNMAPPED-C-2026-RF000343-乾-庚辰辛巳戊寅戊午-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
470,C-2026-RF000343-乾-庚辰辛巳戊寅戊午,UNMAPPED,UNMAPPED-C-2026-RF000343-乾-庚辰辛巳戊寅戊午-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
471,C-2026-RF000344-坤-丙寅丙申癸卯乙卯,UNMAPPED,UNMAPPED-C-2026-RF000344-坤-丙寅丙申癸卯乙卯-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
472,C-2026-RF000344-坤-丙寅丙申癸卯乙卯,UNMAPPED,UNMAPPED-C-2026-RF000344-坤-丙寅丙申癸卯乙卯-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
473,C-2026-RF000345-乾-癸酉乙丑乙卯乙酉,UNMAPPED,S-RF000345-7304d7,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
474,C-2026-RF000345-乾-癸酉乙丑乙卯乙酉,UNMAPPED,S-RF000345-000cf8,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
475,C-2026-RF000345-乾-癸酉乙丑乙卯乙酉,UNMAPPED,S-RF000345-6a264e,skip,UNMAPPED,,UNMAPPED,UNMAPPED,TIMING,,,,,UNMAPPED,UNMAPPED,TIMING,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
476,C-2026-RF000353-坤-丙寅辛卯壬申戊申,UNMAPPED,UNMAPPED-C-2026-RF000353-坤-丙寅辛卯壬申戊申-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
477,C-2026-RF000353-坤-丙寅辛卯壬申戊申,UNMAPPED,UNMAPPED-C-2026-RF000353-坤-丙寅辛卯壬申戊申-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
478,C-2026-RF000354-坤-己巳壬申己酉壬申,UNMAPPED,UNMAPPED-C-2026-RF000354-坤-己巳壬申己酉壬申-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
479,C-2026-RF000354-坤-己巳壬申己酉壬申,UNMAPPED,UNMAPPED-C-2026-RF000354-坤-己巳壬申己酉壬申-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
480,C-2026-RF000373-乾-丙子庚子辛巳己亥,UNMAPPED,UNMAPPED-C-2026-RF000373-乾-丙子庚子辛巳己亥-0041,skip,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
481,C-2026-RF000374-坤-甲戌丙寅辛未甲午,UNMAPPED,UNMAPPED-C-2026-RF000374-坤-甲戌丙寅辛未甲午-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
482,C-2026-RF000374-坤-甲戌丙寅辛未甲午,UNMAPPED,UNMAPPED-C-2026-RF000374-坤-甲戌丙寅辛未甲午-0018,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
483,C-2026-RF000388-乾-甲戌丙寅壬午己酉,UNMAPPED,UNMAPPED-C-2026-RF000388-乾-甲戌丙寅壬午己酉-0017,pending,UNMAPPED,,UNMAPPED,UNMAPPED,UNMAPPED,,,,,UNMAPPED,UNMAPPED,UNMAPPED,true,missing_rule_id;rule_not_in_phase300_strategy;missing_family_id;missing_school_lane;missing_canon;missing_or_invalid_rule_type;input_needs_mapping_repair;input_fallback_reason_present,true,ModuleNotFoundError('No module named tools')
